,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeeid,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
4024,34,No,Travel_Rarely,Sales,14,2,Technical Degree,4025,Female,1,Sales Executive,Married,22350,2,14,1,9,2,5,1,0,3,4,3,3,3,7.710834448906667
4025,29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,4026,Female,1,Sales Executive,Single,105020,3,12,0,11,4,3,1,2,4,1,3,2,3,6.918926818384445
4026,37,No,Travel_Rarely,Research & Development,7,2,Medical,4027,Male,1,Manufacturing Director,Married,20110,5,13,0,16,4,5,0,4,4,1,3,4,3,8.618530789825833
4027,35,No,Travel_Rarely,Sales,2,1,Technical Degree,4028,Male,2,Laboratory Technician,Married,18590,0,25,1,4,2,3,0,2,4,2,3,2,4,10.169387550200556
4028,45,No,Travel_Rarely,Research & Development,3,3,Medical,4029,Female,2,Sales Executive,Married,37600,0,14,1,10,2,9,3,8,2,4,2,2,3,7.025018964747778
4029,36,No,Travel_Frequently,Research & Development,5,3,Medical,4030,Female,4,Manufacturing Director,Single,177790,1,17,1,10,5,10,0,8,2,4,2,1,3,6.046664435519722
4030,40,No,Travel_Rarely,Research & Development,3,3,Other,4031,Male,1,Sales Executive,Divorced,68330,2,13,0,22,3,19,11,16,1,4,3,3,3,6.585480812137222
4031,26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,4032,Male,2,Human Resources,Married,68120,1,13,0,1,2,1,1,0,2,3,2,2,3,8.857305890227499
4032,27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,4033,Male,2,Manufacturing Director,Single,51710,0,20,1,9,1,8,0,7,1,3,2,2,4,7.190638107987501
4033,48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4034,Male,2,Research Director,Divorced,197400,3,14,0,24,2,22,4,7,4,4,3,4,3,6.7039301651047225
4034,44,No,Travel_Rarely,Sales,1,2,Medical,4035,Male,4,Manager,Married,187110,2,12,1,10,0,2,2,2,2,1,3,3,3,6.714057340472778
4035,34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,4036,Female,1,Sales Representative,Married,36920,1,12,1,5,5,5,3,0,4,1,3,3,3,9.545198572065834
4036,56,Yes,Travel_Rarely,Human Resources,1,2,Medical,4037,Female,5,Sales Executive,Single,25590,1,21,0,5,3,4,1,0,1,4,3,3,4,6.423100178491667
4037,36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,4038,Female,3,Healthcare Representative,Married,25170,2,14,0,12,3,4,1,3,3,2,1,3,3,7.116712405176111
4038,41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4039,Female,1,Sales Executive,Married,66230,5,18,0,14,3,5,1,4,3,2,3,3,3,6.125139446675555
4039,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,4040,Female,2,Sales Executive,Married,182650,9,12,1,18,4,13,5,7,3,1,4,3,3,7.034126506023889
4040,31,No,Travel_Rarely,Sales,9,4,Life Sciences,4041,Female,1,Sales Executive,Divorced,161240,2,23,1,8,2,5,1,4,3,4,3,2,4,7.6063933511825
4041,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,4042,Female,3,Laboratory Technician,Married,25850,3,12,0,9,5,4,0,1,4,4,2,3,3,9.049416555109167
4042,31,No,Travel_Rarely,Sales,25,2,Life Sciences,4043,Female,3,Manufacturing Director,Divorced,182130,8,21,2,4,3,2,2,2,1,3,2,4,4,6.363640116019444
4043,26,No,Travel_Frequently,Sales,16,2,Life Sciences,4044,Male,2,Healthcare Representative,Married,83800,0,14,0,8,3,7,7,7,3,4,3,4,3,5.858593261936389
4044,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,4045,Female,2,Manager,Single,29940,4,18,1,12,2,4,0,3,2,3,3,3,3,7.228639000446111
4045,33,No,Travel_Rarely,Sales,1,3,Life Sciences,4046,Female,5,Sales Executive,Single,12230,1,13,1,10,3,10,0,9,2,3,2,3,3,5.8651952253455555
4046,28,No,Travel_Frequently,Sales,8,3,Life Sciences,4047,Male,4,Research Scientist,Married,11180,1,11,0,7,3,7,0,7,3,4,3,3,3,10.433987059348334
4047,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,4048,Male,2,Sales Executive,Single,28750,1,11,0,1,3,1,0,0,3,1,3,3,3,6.442073850959167
4048,39,No,Non-Travel,Research & Development,8,5,Medical,4049,Female,2,Sales Representative,Married,188240,6,19,1,10,4,3,1,2,1,3,3,3,3,6.093245203034166
4049,27,No,Travel_Rarely,Sales,3,2,Technical Degree,4050,Male,2,Healthcare Representative,Married,135770,1,12,1,6,2,5,1,2,2,2,2,3,3,6.791540606871666
4050,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,4051,Female,2,Manufacturing Director,Married,26250,1,12,3,16,4,15,6,11,3,4,3,3,3,8.507339357429444
4051,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,4052,Male,1,Research Director,Single,187890,3,16,1,6,4,2,2,2,4,3,3,3,3,8.656827309236945
4052,47,No,Non-Travel,Research & Development,1,4,Medical,4053,Male,1,Research Scientist,Married,45380,8,11,0,16,3,8,1,7,3,2,4,3,3,5.65381191432389
4053,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,4054,Female,2,Sales Executive,Married,198470,4,14,0,6,6,0,0,0,4,1,3,3,3,7.6115406068716664
4054,39,No,Travel_Rarely,Research & Development,1,3,Other,4055,Female,1,Laboratory Technician,Married,105120,1,12,1,10,2,10,7,9,1,1,3,3,3,6.509081883087778
4055,38,No,Travel_Frequently,Research & Development,4,2,Medical,4056,Female,1,Manager,Divorced,44440,1,13,0,20,2,20,0,7,4,2,3,3,3,10.73817826863
4056,58,No,Travel_Rarely,Sales,5,3,Marketing,4057,Male,5,Sales Representative,Married,21540,4,21,1,29,3,1,0,0,4,4,2,3,4,9.644905176260554
4057,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,4058,Male,2,Laboratory Technician,Single,191900,3,17,1,8,2,4,0,3,1,3,3,3,3,9.6396240517625
4058,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,4059,Female,1,Sales Representative,Divorced,44900,2,21,1,10,1,5,0,3,2,4,4,3,4,7.427329317268889
4059,49,No,Travel_Frequently,Sales,11,4,Life Sciences,4060,Male,2,Research Scientist,Married,35060,3,11,1,28,4,5,4,3,2,4,3,2,3,5.724866131191389
4060,42,No,Travel_Rarely,Sales,1,3,Life Sciences,4061,Female,1,Sales Executive,Divorced,23720,3,12,1,14,3,0,0,0,2,4,3,3,3,8.204400937081388
4061,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,4062,Male,4,Laboratory Technician,Married,102310,1,13,1,1,2,1,0,0,1,2,3,3,3,5.924545961624167
4062,35,No,Travel_Rarely,Research & Development,25,1,Medical,4063,Male,1,Sales Executive,Married,54100,0,18,0,6,4,5,0,4,2,1,1,3,3,6.316165774207778
4063,28,No,Non-Travel,Research & Development,21,1,Medical,4064,Male,3,Research Scientist,Single,79780,1,16,2,5,2,5,1,4,3,3,2,3,3,6.223607764390834
4064,31,No,Non-Travel,Sales,23,1,Medical,4065,Male,1,Sales Executive,Divorced,38670,1,11,1,4,4,4,2,3,3,1,4,4,3,9.183703703703612
4065,36,No,Non-Travel,Research & Development,1,3,Life Sciences,4066,Male,2,Research Scientist,Married,28380,1,19,2,5,5,5,0,2,1,2,3,1,3,6.683887773315278
4066,34,No,Travel_Rarely,Sales,2,3,Marketing,4067,Male,4,Healthcare Representative,Single,46950,1,16,1,14,2,14,2,1,1,4,2,3,3,5.512371709058334
4067,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,4068,Female,1,Research Director,Divorced,33390,1,16,0,9,2,8,1,1,4,3,2,2,3,6.602747657295833
4068,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4069,Male,2,Research Scientist,Single,20800,0,13,0,8,6,7,7,6,3,1,2,4,3,6.515682730923611
4069,29,No,Travel_Rarely,Research & Development,2,4,Other,4070,Male,2,Laboratory Technician,Married,20960,0,22,0,6,2,5,0,2,1,1,2,4,4,7.555305667112777
4070,32,No,Non-Travel,Research & Development,3,1,Life Sciences,4071,Male,3,Manager,Divorced,62090,5,17,1,9,5,5,1,2,3,4,3,4,3,6.443955823293056
4071,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,4072,Female,2,Human Resources,Married,180610,1,14,1,10,2,10,8,7,4,1,3,3,3,6.571984605086945
4072,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,4073,Female,2,Sales Representative,Divorced,171230,5,15,1,6,2,4,0,3,3,4,2,2,3,6.139275992860278
4073,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,4074,Male,3,Sales Representative,Single,23720,4,12,0,20,3,1,0,0,1,1,2,2,3,6.893139223560833
4074,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4075,Male,2,Sales Representative,Married,48830,1,18,1,10,1,10,0,9,3,4,3,1,3,8.103776215975
4075,27,No,Travel_Rarely,Sales,2,3,Life Sciences,4076,Female,1,Manager,Single,39040,1,15,0,7,2,7,0,7,4,4,3,3,3,7.509177822400556
4076,32,No,Travel_Rarely,Research & Development,8,1,Medical,4077,Female,2,Research Scientist,Single,46270,8,17,1,8,2,1,0,0,4,4,3,2,3,7.086576305220833
4077,31,Yes,Travel_Frequently,Research & Development,2,1,Other,4078,Male,3,Sales Executive,Married,70940,1,14,1,10,2,10,0,8,1,4,3,3,3,9.613430388219443
4078,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,4079,Male,1,Research Scientist,Single,34230,6,15,1,15,4,2,2,2,1,1,2,3,3,10.417978580990555
4079,54,No,Travel_Rarely,Research & Development,14,3,Other,4080,Male,3,Research Scientist,Married,66740,3,17,1,9,2,4,2,3,1,3,2,3,3,7.258459393128056
4080,33,No,Travel_Frequently,Research & Development,2,4,Medical,4081,Female,4,Sales Executive,Divorced,168800,1,14,3,9,2,9,2,8,4,3,3,3,3,7.697535698348889
4081,43,No,Travel_Rarely,Research & Development,3,3,Medical,4082,Male,1,Research Scientist,Married,90940,1,12,1,10,0,10,0,9,1,3,3,3,3,7.308800758589722
4082,38,No,Travel_Frequently,Research & Development,2,5,Medical,4083,Female,4,Sales Executive,Married,84460,0,14,0,7,3,6,1,2,4,2,3,2,3,7.5855087014725
4083,55,No,Travel_Rarely,Sales,9,3,Marketing,4084,Male,2,Laboratory Technician,Married,119160,4,15,1,35,3,10,1,4,3,2,3,2,3,7.945765283355556
4084,31,No,Travel_Rarely,Sales,6,3,Other,4085,Male,1,Manufacturing Director,Divorced,45340,1,13,0,1,2,1,0,0,4,4,3,3,3,10.249177822400554
4085,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4086,Male,2,Sales Executive,Single,98520,0,12,1,21,5,20,11,10,2,1,3,2,3,5.869206827309167
4086,42,No,Non-Travel,Research & Development,10,4,Life Sciences,4087,Female,2,Research Scientist,Single,61510,1,13,1,20,3,20,3,7,4,3,3,3,3,6.094735609103055
4087,31,No,Non-Travel,Research & Development,14,2,Life Sciences,4088,Male,2,Healthcare Representative,Married,23020,4,14,0,13,3,11,4,8,3,3,4,3,3,5.754919678714722
4088,54,No,Travel_Rarely,Research & Development,1,3,Medical,4089,Female,2,Human Resources,Single,23620,6,13,1,9,2,5,1,4,3,1,3,4,3,10.374461178045278
4089,24,No,Travel_Rarely,Research & Development,5,4,Other,4090,Male,1,Manufacturing Director,Single,178610,1,11,2,4,5,4,1,2,2,3,2,1,3,6.239421017402778
4090,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4091,Male,2,Research Scientist,Single,191870,1,11,1,5,2,5,1,4,4,4,4,3,3,6.771321954484445
4091,40,No,Travel_Frequently,Research & Development,21,3,Medical,4092,Female,3,Research Scientist,Married,197170,1,21,0,10,1,10,9,4,4,3,4,2,4,7.580697233377777
4092,40,No,Travel_Rarely,Research & Development,8,1,Medical,4093,Female,5,Research Scientist,Married,35440,3,18,3,15,3,11,5,10,2,2,3,2,3,5.939371932173056
4093,25,No,Travel_Rarely,Sales,20,5,Medical,4094,Female,2,Laboratory Technician,Married,85000,4,12,0,6,2,2,1,2,3,2,3,3,3,5.862107318161389
4094,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,4095,Male,2,Research Scientist,Married,46610,1,11,0,12,3,12,1,7,4,2,2,2,3,5.773892235608889
4095,25,No,Travel_Rarely,Research & Development,7,2,Medical,4096,Male,5,Sales Executive,Divorced,41030,6,15,1,7,2,2,0,2,4,3,2,3,3,9.622736501561667
4096,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,4097,Male,2,Sales Executive,Single,42490,2,13,1,25,2,17,12,11,1,3,3,2,3,7.512330432842222
4097,33,No,Non-Travel,Research & Development,1,3,Life Sciences,4098,Male,2,Research Scientist,Divorced,140260,1,12,0,1,4,1,0,0,2,3,2,3,3,5.978999330655833
4098,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,4099,Female,2,Sales Executive,Married,68930,0,17,0,16,3,15,5,8,4,2,3,3,3,7.7873940205263885
4099,31,No,Travel_Rarely,Research & Development,10,4,Medical,4100,Female,3,Sales Executive,Married,61250,0,13,1,3,3,2,1,2,1,3,3,3,3,6.820557786702222
4100,38,No,Travel_Frequently,Research & Development,1,4,Other,4101,Male,2,Research Scientist,Married,36690,2,19,0,10,2,8,7,7,1,3,3,3,3,6.129713297634722
4101,42,No,Travel_Rarely,Research & Development,6,3,Medical,4102,Male,2,Laboratory Technician,Divorced,100080,6,19,1,9,3,4,1,2,4,1,2,1,3,9.567613788487222
4102,41,No,Travel_Rarely,Sales,2,2,Medical,4103,Male,1,Healthcare Representative,Married,23870,3,17,1,12,1,5,1,0,4,4,3,1,3,7.054612896028333
4103,47,No,Non-Travel,Research & Development,21,2,Medical,4104,Male,1,Sales Executive,Married,46390,0,11,1,14,2,13,5,12,3,2,1,2,3,7.021744756804722
4104,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4105,Male,2,Healthcare Representative,Married,78980,7,15,0,5,2,2,2,2,4,3,3,2,3,9.92305332440861
4105,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,4106,Male,2,Sales Executive,Single,25340,0,11,0,4,1,3,1,2,4,3,4,3,3,5.899153279785555
4106,35,No,Travel_Rarely,Research & Development,9,3,Medical,4107,Female,2,Sales Executive,Single,131420,1,25,2,10,4,10,0,8,2,3,3,3,4,7.665615796519167
4107,33,No,Travel_Rarely,Sales,3,4,Medical,4108,Male,3,Healthcare Representative,Married,16110,0,14,0,10,2,9,8,1,2,4,3,2,3,8.341576305220833
4108,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,4109,Male,3,Manufacturing Director,Single,53630,1,13,0,6,4,6,4,1,3,2,3,3,3,6.430785363676667
4109,40,No,Travel_Rarely,Research & Development,1,4,Medical,4110,Male,2,Research Director,Married,50710,8,17,1,8,3,1,0,0,1,4,2,2,3,5.967877063810556
4110,32,No,Travel_Rarely,Research & Development,1,2,Medical,4111,Male,3,Sales Executive,Married,136950,0,13,0,3,3,2,2,2,2,2,3,3,3,5.6826695671575
4111,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,4112,Male,1,Sales Executive,Single,134020,7,14,1,18,1,7,1,7,1,4,3,3,3,7.5869433288708334
4112,38,No,Travel_Rarely,Sales,20,4,Medical,4113,Female,2,Research Director,Married,20290,3,11,1,20,3,18,1,11,2,3,3,2,3,7.817591477019167
4113,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,4114,Male,2,Manager,Married,63770,1,12,2,14,3,14,5,7,3,4,3,3,3,7.550871262828888
4114,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4115,Female,4,Sales Executive,Married,54290,1,17,1,16,3,16,6,8,3,4,3,3,3,8.791664435519722
4115,25,No,Travel_Rarely,Research & Development,2,4,Medical,4116,Female,2,Manufacturing Director,Divorced,27850,0,21,0,6,2,5,0,4,1,3,2,3,4,7.748540829986389
4116,52,No,Non-Travel,Research & Development,2,4,Other,4117,Male,1,Manager,Divorced,46140,2,16,1,16,3,9,0,0,1,4,3,3,3,6.450024542614722
4117,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,4118,Female,1,Sales Representative,Single,26100,6,15,0,6,2,4,1,2,2,4,3,3,3,10.23490740740722
4118,21,No,Travel_Rarely,Sales,10,5,Medical,4119,Male,3,Research Scientist,Single,66870,1,19,3,2,0,2,1,2,3,1,3,3,3,7.765192994198889
4119,39,No,Non-Travel,Research & Development,3,4,Life Sciences,4120,Female,2,Research Director,Single,47240,2,12,1,21,4,6,1,3,4,4,2,4,3,6.018392458723611
4120,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,4121,Female,2,Manufacturing Director,Married,61790,1,11,0,1,3,1,1,0,4,1,2,3,3,7.870108210620001
4121,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,4122,Female,2,Laboratory Technician,Married,61200,0,19,0,10,2,9,3,4,1,4,3,3,3,7.3656135653725
4122,36,No,Travel_Frequently,Research & Development,16,1,Medical,4123,Male,2,Sales Executive,Divorced,105960,7,15,0,18,3,4,0,2,4,2,3,2,3,7.613618920124722
4123,56,No,Non-Travel,Research & Development,8,1,Life Sciences,4124,Male,1,Sales Executive,Divorced,54670,1,20,0,13,6,13,1,9,3,3,2,2,4,6.1229562695225
4124,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,4125,Male,2,Sales Representative,Married,29960,9,25,0,4,4,2,2,2,1,4,4,3,4,10.852452030343333
4125,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,4126,Male,3,Research Scientist,Married,99980,5,24,2,24,3,22,4,14,1,3,2,2,4,7.006570727353611
4126,56,Yes,Travel_Rarely,Sales,10,4,Other,4127,Male,2,Sales Executive,Married,40780,8,24,1,14,3,10,9,8,4,3,1,3,4,6.5562226684513885
4127,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,4128,Female,1,Healthcare Representative,Married,109200,0,15,1,21,3,20,0,10,1,2,3,4,3,7.4955243195
4128,34,No,Travel_Rarely,Sales,1,3,Medical,4129,Female,1,Laboratory Technician,Married,62320,1,13,1,8,3,8,1,7,4,3,3,3,3,7.238873270861111
4129,36,No,Non-Travel,Sales,1,1,Medical,4130,Female,1,Human Resources,Divorced,132470,1,14,0,15,3,15,11,11,4,4,2,3,3,7.260448460508611
4130,41,No,Travel_Rarely,Research & Development,1,5,Medical,4131,Male,1,Healthcare Representative,Divorced,40810,2,13,0,14,3,5,0,4,3,2,3,3,3,6.4926204819275
4131,32,No,Travel_Rarely,Sales,9,4,Life Sciences,4132,Female,2,Research Scientist,Single,57690,1,11,0,4,3,4,1,2,4,1,3,3,3,6.313373493975833
4132,35,No,Travel_Rarely,Research & Development,16,3,Medical,4133,Female,2,Healthcare Representative,Single,23940,1,16,1,9,3,9,1,7,3,4,3,3,3,10.139349620705
4133,38,No,Travel_Rarely,Research & Development,23,3,Medical,4134,Male,3,Sales Representative,Married,39040,1,22,0,10,3,10,1,9,1,4,3,2,4,6.537607095046667
4134,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,4135,Female,2,Laboratory Technician,Divorced,167990,7,14,1,12,2,6,0,1,2,3,3,2,3,6.956659973226111
4135,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,4136,Male,1,Healthcare Representative,Married,29500,4,14,0,8,1,6,0,0,2,4,2,2,3,5.925027889335
4136,45,No,Travel_Rarely,Sales,24,3,Life Sciences,4137,Male,1,Laboratory Technician,Single,36290,8,16,1,8,2,5,0,1,4,3,3,4,3,5.761374386434444
4137,40,No,Travel_Rarely,Sales,10,4,Life Sciences,4138,Male,1,Research Scientist,Single,93620,2,11,1,8,6,2,2,2,3,3,3,3,3,5.77297188755
4138,35,No,Travel_Frequently,Sales,7,2,Life Sciences,4139,Male,2,Manufacturing Director,Married,32290,1,25,0,10,2,10,0,2,3,3,4,2,4,8.034338464970833
4139,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,4140,Male,1,Manager,Married,35780,2,14,1,20,2,5,0,2,3,3,3,3,3,6.965866800535278
4140,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,4141,Male,2,Research Scientist,Married,79880,1,18,0,4,3,4,1,1,3,4,3,3,3,6.307188755019999
4141,29,No,Travel_Rarely,Research & Development,1,3,Medical,4142,Male,3,Sales Executive,Married,42840,4,11,0,10,5,4,0,3,4,2,3,2,3,9.150149486836112
4142,29,No,Travel_Rarely,Research & Development,5,3,Medical,4143,Male,2,Sales Representative,Single,75530,1,19,0,5,3,5,0,4,4,1,1,3,3,5.551375502007778
4143,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,4144,Male,1,Research Scientist,Divorced,173280,4,15,2,20,1,3,2,0,4,1,3,3,3,9.308866577420556
4144,39,No,Travel_Rarely,Sales,25,3,Medical,4145,Male,2,Sales Executive,Married,197010,0,11,0,21,3,20,9,6,2,4,2,4,3,7.355946006246944
4145,31,No,Non-Travel,Research & Development,8,4,Life Sciences,4146,Female,4,Sales Executive,Single,147320,0,12,0,10,3,9,1,7,2,1,3,3,3,7.167089468986945
4146,26,No,Travel_Rarely,Research & Development,11,4,Medical,4147,Male,2,Manager,Single,92780,0,20,0,5,3,4,0,0,4,3,3,3,4,6.917115127175278
4147,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,4148,Male,1,Sales Executive,Married,13590,4,12,0,17,2,5,0,3,3,4,3,3,3,7.4518284248102775
4148,39,No,Travel_Rarely,Research & Development,2,1,Medical,4149,Female,1,Research Scientist,Married,47790,4,14,2,9,3,7,1,7,4,1,3,3,3,5.5774486836233335
4149,27,No,Travel_Rarely,Research & Development,8,2,Medical,4150,Male,1,Laboratory Technician,Married,164220,1,20,1,6,3,6,0,3,2,2,3,3,4,8.6537918340025
4150,49,No,Travel_Frequently,Research & Development,6,1,Medical,4151,Male,3,Healthcare Representative,Married,29960,2,18,1,17,2,9,0,8,4,2,2,2,3,6.185261044176667
4151,34,No,Travel_Rarely,Sales,4,3,Medical,4152,Female,1,Sales Executive,Married,12610,2,14,1,6,6,4,1,2,2,3,4,3,3,5.872723114680833
4152,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,4153,Female,1,Research Scientist,Single,20990,8,12,1,8,2,6,0,5,2,4,1,3,3,8.069119812583612
4153,49,No,Travel_Frequently,Sales,1,4,Life Sciences,4154,Female,2,Manufacturing Director,Married,58100,1,21,1,10,2,10,1,7,3,2,3,3,4,6.428675814368334
4154,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,4155,Male,1,Sales Executive,Single,56470,6,19,0,7,2,0,0,0,4,3,3,3,3,8.08146140116
4155,33,No,Travel_Frequently,Research & Development,10,2,Medical,4156,Male,2,Research Scientist,Married,34200,1,14,0,8,3,8,3,0,4,3,3,3,3,9.307755466309445
4156,27,No,Travel_Rarely,Sales,5,4,Medical,4157,Female,4,Manufacturing Director,Married,44000,9,17,1,6,3,2,2,2,1,2,3,2,3,5.900523203926667
4157,32,No,Travel_Frequently,Research & Development,9,2,Medical,4158,Female,2,Research Scientist,Single,35000,0,16,1,8,2,7,3,6,4,4,2,2,3,7.107310352521111
4158,59,No,Travel_Rarely,Sales,2,2,Marketing,4159,Female,5,Sales Representative,Married,20660,4,12,1,12,3,1,0,0,3,1,2,3,3,9.457829094154166
4159,30,No,Travel_Rarely,Research & Development,11,4,Medical,4160,Male,2,Laboratory Technician,Divorced,171690,1,17,2,1,2,1,0,0,4,3,3,3,3,5.978026550646945
4160,38,No,Travel_Frequently,Sales,18,4,Life Sciences,4161,Male,2,Healthcare Representative,Single,41620,0,15,1,10,1,9,1,8,4,3,3,3,3,7.377986390004444
4161,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4162,Male,1,Sales Executive,Married,92040,6,23,1,17,2,7,7,7,3,3,2,3,4,7.337105087014722
4162,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,4163,Male,2,Manager,Married,32940,0,11,0,6,2,5,0,3,1,2,3,3,3,6.993518518518333
4163,29,No,Travel_Rarely,Sales,29,4,Life Sciences,4164,Male,2,Laboratory Technician,Single,21270,0,11,1,10,3,9,0,8,4,3,3,2,3,10.658385765283334
4164,31,No,Travel_Rarely,Research & Development,2,2,Medical,4165,Male,2,Laboratory Technician,Divorced,39750,1,15,1,5,3,5,4,3,1,3,2,3,3,5.960827755466111
4165,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,4166,Male,1,Laboratory Technician,Divorced,107930,0,11,3,3,1,2,1,2,2,4,3,2,3,7.048124721106388
4166,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,4167,Male,5,Research Director,Single,100960,5,13,0,6,2,4,0,3,3,3,3,3,3,9.65307340473
4167,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,4168,Female,4,Laboratory Technician,Divorced,36460,1,14,0,10,3,10,8,8,2,1,3,4,3,7.532430834448888
4168,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,4169,Female,2,Research Director,Divorced,74460,0,19,0,7,3,6,0,5,1,2,2,3,3,10.269859437750835
4169,22,No,Non-Travel,Research & Development,8,3,Life Sciences,4170,Female,3,Sales Executive,Divorced,108510,1,16,1,1,2,1,0,0,4,4,2,4,3,9.259908522980556
4170,53,No,Travel_Rarely,Research & Development,11,3,Medical,4171,Male,2,Manager,Married,21090,2,13,0,31,3,25,3,7,1,4,3,3,3,7.611329763498333
4171,38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,4172,Female,1,Manufacturing Director,Single,37220,5,14,0,6,0,3,1,2,4,4,3,3,3,9.631834002677223
4172,24,No,Non-Travel,Research & Development,1,5,Life Sciences,4173,Male,3,Research Scientist,Divorced,93800,0,16,0,5,2,4,1,3,1,3,2,2,3,6.428858768406945
4173,36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,4174,Male,1,Research Director,Single,54860,7,12,1,10,2,5,0,3,3,1,3,3,3,6.10411869701
4174,34,No,Travel_Rarely,Sales,24,3,Marketing,4175,Male,4,Research Scientist,Single,27420,0,11,1,13,2,12,2,11,1,2,3,3,3,5.920782016956667
4175,21,No,Travel_Rarely,Sales,2,3,Life Sciences,4176,Male,2,Manufacturing Director,Single,137570,1,12,1,0,3,0,0,0,3,4,3,3,3,5.481305220883334
4176,34,Yes,Travel_Rarely,Sales,15,2,Marketing,4177,Female,2,Research Scientist,Single,84630,2,13,0,8,2,4,1,3,2,1,3,1,3,7.455109326193611
4177,53,No,Travel_Rarely,Sales,2,1,Life Sciences,4178,Male,5,Human Resources,Divorced,31620,4,15,0,26,4,14,4,8,3,3,2,3,3,7.39439759036139
4178,32,Yes,Travel_Frequently,Research & Development,10,3,Medical,4179,Female,2,Manufacturing Director,Single,165980,1,13,0,10,2,10,6,7,2,1,3,3,3,8.96671240517611
4179,42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4180,Male,2,Laboratory Technician,Married,66510,0,20,0,10,5,9,4,2,3,2,3,2,4,6.366503792949444
4180,44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,4181,Female,1,Manufacturing Director,Married,23450,3,15,2,24,0,22,5,17,1,4,3,3,3,6.91895693886639
4181,46,No,Travel_Rarely,Sales,2,3,Life Sciences,4182,Female,1,Research Scientist,Single,34200,3,13,2,22,3,2,2,1,2,1,2,1,3,7.756750334671945
4182,33,No,Travel_Rarely,Sales,3,3,Medical,4183,Male,1,Manufacturing Director,Single,43730,4,14,0,7,3,1,0,0,3,4,3,3,3,6.133026550646944
